text,label
ホテルの方は、普通って感じで対応もビジネスホテル並みだったのが残念です。,k
・部屋はとてもキレイです。,p
ただ、近くの食事処は美味しかったです。,p
記念日予約でこちらの色々な要望に丁寧に対応いただきましたこと、大変感謝しております。,p
下関駅から近いし飲食街にも近いのでとても助かりました。,p
楽しみにしていた入浴は、そんなこんなで暗くなってしまって周囲の景色も見えなくなってしまいました。,k
６０１号室を今回利用しましたが、テレビの映りが良くありませんでした。,k
出張利用でしたが部屋と設備には満足でした。,p
トイレと風呂が別なのもよかったのですが、独立した風呂ならば洗面器や風呂椅子があれば、もっとリラックスできるんじゃないかな？と思いました。,k
バスの臭いが気になります。,k
惜しむらくは部屋の暖房が古いのか、そんなにあったかくなりなかったのと、チェックアウトのときオーナー不在でクレジットカードが使えなかったことです。,k
建物が新しく、室内もとても清潔でした。,p
地下鉄から行ったのですが、祝日だからかビルの入り口が閉まっており、うまく地上にあがることができませんでしたが、駅から近いのはいいことだと思います。,e
立地も、天王寺からすぐなのに繁華街ではなく静かで、隣にコンビニもあり便利でした。,p
もう少し内風呂が大きいといいですね。,y
朝食も無料とは思えないほどでしたし、是非、次回も宿泊させてもらいます。,p
便利さ重視の方にお勧めだと思います。,p
翌日、７時台の新幹線に乗る事もあり、朝食が６時４５分から食べれたのも大変良かったです。,p
スタッフの方々の対応も、とてもよかったです。,p
あの価格で朝食付きはグッドです。,p
とにかく従業員の方々の丁寧なサービスに感動しました☆,p
"○3,900円と料金が安かったこと。",p
しかしチェックイン時の対応は過剰ではと疑問です。,y
ツインのシングルユーズでしたがけして広くないのですが快適でした。,e
館内を作務衣とスリッパで移動できるのもリラックス出来て良かったです。,p
接客はとても良かったです。,p
部屋も２人で広々と使えてお風呂も開放がありゆったりと過ごせました。,p
お部屋にしかお風呂が無いのは、わかっていたとはいえ、ちょっとでした。,k
やはり今回も大浴場の洗面台に石鹸やドライヤーが置いていない事や客室のドライヤーが固定されていてユニットバス以外で使えない事等若干の不便さはありましたが、以前と同様の大変充実したサーヴィスを頂きました。,e
女性一人でも二人でも安心して宿泊できるホテルだと思います。,p
ただ総合的には大変満足しました。,p
○夕食は鉄板焼きでしたが、食材に地元名産のサプライズがありしかもおいしかったです。,p
オークラ系のホテルだけあって、これまで何度となく期待を上回るサービスを受けました。,p
風情も抜群でした。,p
また、おいしい朝食もおいしくいただけました。,p
レンチンした感じで付け合せもおいしそうに見えず手をつけませんでした。,k
お風呂はアメニティが香りもよく、リラックスして眠ることができ、朝食もおいしくいただけました。,p
ＨＰでの内容が、あまりよく書かれていたので、期待をしすぎたかな・・・と。,k
